Fecha;Medias;Desviaciones
22/03/2017;7,624396801;0.5122649669647217
30/03/2017;7,413091183;0.7377969026565552
05/04/2017;7,275117874;0.6927867531776428
12/04/2017;7,099794865;0.4997747242450714
25/04/2017;6,980852127;0.6269188523292542
04/05/2017;6,822452068;0.5014381408691406
19/05/2017;6,041473866;0.3027806878089905
24/05/2017;6,094633579;0.3808237612247467
02/06/2017;6,231743813;0.45274731516838074
06/06/2017;6,096852303;0.3371651768684387
13/06/2017;6,06173563;0.3339422941207886
21/06/2017;5,558415413;0.47691068053245544
30/06/2017;4,885758877;0.4482681453227997
05/07/2017;6,013712406;0.4712737500667572
12/07/2017;5,828297615;0.5587713718414307
19/07/2017;5,586859703;0.4323233366012573
26/07/2017;5,688200951;0.6801659464836121
30/08/2017;4,575324535;0.6153245568275452
06/09/2017;4,561092854;0.5479758381843567
11/09/2017;4,512014866;0.5032368302345276
27/09/2017;5,845129013;0.4573735296726227
04/10/2017;5,847646713;0.4590224623680115
11/10/2017;5,360457897;0.6865938901901245
17/10/2017;5,692973614;0.37406328320503235
25/10/2017;5,68973875;0.5637462139129639
03/11/2017;6,261956692;0.30484333634376526
08/11/2017;6,768086433;0.3214074671268463
15/11/2017;7,216799736;0.3489338159561157
22/11/2017;7,031199455;0.44558537006378174
28/11/2017;6,509707928;0.3169908821582794
05/12/2017;7,519583225;0.47106167674064636
13/12/2017;7,067167759;0.23284675180912018
18/12/2017;7,370354176;0.3410278558731079
26/12/2017;7,433724403;0.3024114668369293
02/01/2018;7,493206024;0.40424856543540955
09/01/2018;7,406545639;0.4308636486530304
17/01/2018;7,571323395;0.30131176114082336
24/01/2018;7,714879513;0.36820802092552185
31/01/2018;7,67443037;0.31624341011047363
12/02/2018;8,279370308;0.3188118040561676
20/02/2018;8,387276649;0.44767677783966064
27/02/2018;8,037810326;0.4609999656677246
07/03/2018;7,650508881;0.2770174443721771
13/03/2018;7,317130089;0.2979287803173065
26/03/2018;7,389643669;0.2220955789089203
05/04/2018;7,174780369;0.22134113311767578
17/04/2018;6,964915752;0.2104383409023285
27/04/2018;6,62727356;0.29248782992362976
02/05/2018;6,765146732;0.2520250082015991
11/05/2018;6,408782005;0.3257311284542084
16/05/2018;6,77270174;0.41403594613075256
22/05/2018;6,469855309;0.3596586585044861
30/05/2018;6,120737553;0.2984551191329956
08/06/2018;5,89142561;0.394268661737442
12/06/2018;6,332353115;0.5278052687644958
20/06/2018;6,271915436;0.5657119154930115
26/06/2018;6,425238609;0.6724398732185364
04/07/2018;6,092236042;0.6005560755729675
10/07/2018;6,113693714;0.7561899423599243
19/07/2018;6,170199394;0.5685961246490479
24/07/2018;6,349825382;0.5939102172851562
03/08/2018;5,987717628;0.4564652740955353
09/08/2018;5,833763599;0.4813936948776245
14/08/2018;5,769882202;0.45026224851608276
23/08/2018;6,247811317;0.7149930596351624
29/08/2018;5,513906956;0.7481184005737305
04/09/2018;5,659107208;0.5530709624290466
13/09/2018;4,840758801;0.2811645567417145
20/09/2018;5,942854881;0.44091933965682983
03/10/2018;5,968473911;0.5025876760482788
10/10/2018;4,980607986;0.34922897815704346
17/10/2018;5,680863857;0.43456900119781494
31/10/2018;6,428171158;0.3355441093444824
07/11/2018;7,278636932;0.3532980978488922
21/11/2018;6,804739475;0.2574100196361542
28/11/2018;7,464522362;0.4021230936050415
04/12/2018;7,733640671;0.23073440790176392
11/12/2018;7,662246704;0.3343163728713989
19/12/2018;7,615320683;0.18567515909671783
26/12/2018;7,660845757;0.5070339441299438
03/01/2019;7,710100174;0.3464105725288391
09/01/2019;7,898602962;0.40233686566352844
17/01/2019;7,803473949;0.25726205110549927
25/01/2019;7,698217392;0.20238909125328064
06/02/2019;7,812150592;0.20669792232128104
12/02/2019;7,837488062;0.27629207441697506
20/02/2019;7,631577808;0.3125161891359521
26/02/2019;7,661122343;0.3196931252461884
05/03/2019;7,547714703;0.44897076199554325
12/03/2019;7,474261947;0.3827188860363538
28/03/2019;7,30408895;0.28247376581486155
15/04/2019;7,469948737;0.41602621199373446
24/04/2019;7,118244476;0.26684516675454883
30/04/2019;8,390298615;0.5097290834949025
08/05/2019;7,177500312;0.38536399336745486
15/05/2019;6,981424907;0.37497119783125976
21/05/2019;6,353874247;0.6269281070754605
29/05/2019;6,644132853;0.2878959029154235
04/06/2019;7,141428336;0.34903609024616467
18/06/2019;6,494239127;0.4671001431424026
25/06/2019;6,546045146;0.3448581606311279
04/07/2019;6,334256598;0.4936489182260975
10/07/2019;5,824027381;0.3995180878798935
19/07/2019;6,268521014;0.5642723182851859
26/07/2019;5,907983365;0.70735389960864
30/07/2019;6,073748658;0.6840928669758777
06/08/2019;6,159413093;0.5086675102302556
14/08/2019;5,400469601;0.6893445425385263
22/08/2019;5,232376012;0.4400655556854871
29/08/2019;5,03498315;0.8092558995501302
04/09/2019;5,321382563;0.4505336971880279
10/09/2019;5,5775355;0.3327263647980998
17/09/2019;6,674041438;1.310449756246283
18/09/2019;7,085147051;2.235982855304146
19/09/2019;8,566555601;4.216133853258332
26/09/2019;3,940533069;2.1629960897547718
27/09/2019;4,3627644;2.4052468179726554
28/09/2019;4,835217113;2.1241499481872985
03/10/2019;4,407813403;1.8395661754012627
14/10/2019;6,29707072;1.3619314507449083
15/10/2019;5,775741048;1.2740896378185511
16/10/2019;5,891367837;1.0223034194891039
25/10/2019;6,367011084;0.23470759775695008
30/10/2019;8,408562128;1.2864816407619333
04/11/2019;7,229595811;0.4353531018797524
07/11/2019;6,836617395;0.42307677902685364
