Fecha;Medias;Desviaciones
2017-03-22;2,4384684562683100;0,6773875951766960
2017-03-30;2,3774626255035400;0,9696696996688840
2017-04-05;2,2741351127624500;0,9590101838111870
2017-04-12;2,3584060668945300;0,9601312875747680
2017-04-25;1,8626215457916200;0,5561738014221190
2017-05-04;1,4904474020004200;0,7928519845008850
2017-05-19;2,0015213489532400;2,3906500339508000
2017-05-24;6,0944032669067300;15,5877275466918000
2017-06-02;4,1108102798461900;15,1499328613281000
2017-06-06;1,2541469335556000;0,9600640535354610
2017-06-13;3,3232042789459200;6,9202456474304100
2017-06-21;1,4656212329864500;2,3470954895019500
2017-06-30;2,2248334884643500;1,1812858581542900
2017-07-05;3,5252895355224600;7,1405811309814400
2017-07-12;1,8977872133255000;1,9625939130783000
2017-07-19;2,8212611675262400;7,4387507438659600
2017-07-26;1,7402244806289600;2,4754574298858600
2017-08-30;8,8734560012817300;20,2964382171630000
2017-09-06;7,4183359146118100;5,6569218635559000
2017-09-11;4,1193203926086400;1,7267421483993500
2017-09-27;6,9092731475830000;4,8130259513854900
2017-10-04;8,2529840469360300;17,5720100402832000
2017-10-11;4,7381601333618100;4,9385676383972100
2017-10-17;4,4060654640197700;1,4020568132400500
2017-10-25;4,5417895317077600;6,9777226448059000
2017-11-03;4,2186069488525300;3,4743914604187000
2017-11-08;4,8349175453186000;2,6717684268951400
2017-11-15;5,1554288864135700;3,1754021644592200
2017-11-22;5,4392685890197700;11,2485418319702000
2017-11-28;4,9180130958557100;3,1073884963989200
2017-12-05;5,0922923088073700;2,7197887897491400
2017-12-13;5,3688220977783200;2,5402274131774900
2017-12-18;4,6877331733703600;5,4546618461608800
2017-12-26;4,0961647033691400;3,3836936950683500
2018-01-02;3,9854226112365700;4,2085514068603500
2018-01-09;3,1445217132568300;2,5076420307159400
2018-01-17;9,1269807815551700;34,6535453796386000
2018-01-24;9,4629840850830000;35,5273513793945000
2018-01-31;18,2034797668457000;60,9436950683593000
2018-02-12;3,6895668506622300;3,4761860370635900
2018-02-20;3,5104110240936200;4,1741800308227500
2018-02-27;2,6430506706237700;2,1785213947296100
2018-03-07;3,2404038906097400;1,1898480653762800
2018-03-13;2,7009255886077800;0,6941761970520010
2018-03-26;4,4068174362182600;6,1469306945800700
2018-04-05;2,8540544509887600;6,0306906700134200
2018-04-17;2,3793008327484100;3,3825988769531200
2018-04-27;2,5967311859130800;1,7394008636474600
2018-05-02;3,8296060562133700;8,7925672531127900
2018-05-11;2,0258750915527300;1,7112869024276700
2018-05-16;8,9277029037475500;30,4593544006347000
2018-05-22;1,6475929021835300;1,1262848377227700
2018-05-30;1,6955016851425100;1,8261976242065400
2018-06-08;12,8633861541748000;39,6910171508789000
2018-06-12;1,3031398057937600;0,8294125795364370
2018-06-20;3,1559290885925200;7,8101301193237300
2018-06-26;1,1170812845230100;0,8960821628570550
2018-07-04;2,5423014163970900;4,2190027236938400
2018-07-10;1,9210233688354400;3,4176790714263900
2018-07-19;1,0015419721603300;0,4448621869087210
2018-07-24;0,9730412960052490;0,4452788233757010
2018-08-03;2,2445869445800700;4,9794473648071200
2018-08-09;1,8509716987609800;4,8423328399658200
2018-08-14;4,6926989555358800;30,5984821319580000
2018-08-23;6,4860229492187500;24,7705726623535000
2018-08-29;1,3895612955093300;2,2440030574798500
2018-09-04;1,3189784288406300;1,0547674894332800
2018-09-13;1,4652265310287400;1,3236815929412800
2018-09-20;1,6089165210723800;2,4723865985870300
2018-10-03;6,1588759422302200;32,6908416748046000
2018-10-10;7,5532484054565400;27,7818565368652000
2018-10-17;1,5899995565414400;4,5235948562622000
2018-10-31;1,6483602523803700;1,0734761953353800
2018-11-07;4,4754333496093700;25,9980144500732000
2018-11-21;2,6364712715148900;2,2551343441009500
2018-11-28;7,1032719612121500;20,9094467163085000
2018-12-04;3,1116795539855900;8,2050390243530200
2018-12-11;1,1771421432495100;1,0810806751251200
2018-12-19;2,1567375659942600;5,9948520660400300
2018-12-26;1,7814116477966300;4,3748683929443300
2019-01-03;1,8061939477920500;2,2486722469329800
2019-01-09;1,6930136680603000;3,4997289180755600
2019-01-17;0,7747331857681270;1,0906519889831500
2019-01-25;1,6591346263885400;2,8971488475799500
2019-02-06;3,5208257861295900;7,4268693853514100
2019-02-12;2,3019685838122800;6,4907981130861500
2019-02-20;1,0530592525409100;1,0431549262199600
2019-02-26;1,1760371187435800;1,7094372856557000
2019-03-05;1,0797281413618500;1,8287851416693000
2019-03-12;0,8548296565958390;0,4142346282752720
2019-03-28;2,7092488515932700;2,3402074519420000
2019-04-15;9,1222056211940800;39,2074425330045000
2019-04-24;14,7889308679115000;66,4160340723232000
2019-04-30;2,1128389381085500;1,2780732986315300
2019-05-08;1,5177259807490900;2,1226363983627200
2019-05-15;1,8764750544842300;0,9153186054601500
2019-05-21;1,8256744188835900;0,7856151035739570
2019-05-29;2,1197769245790000;0,8882860494034020
2019-06-04;1,5649172493457500;0,5306716736809800
2019-06-18;1,6402005344871100;0,7009774213292260
2019-06-25;1,5009320731433300;0,2542258378627010
2019-07-04;1,4223137282599100;0,5099376625921920
2019-07-10;1,7882482224179400;2,7624481108231900
2019-07-19;1,2592403988858800;1,0914695155891500
2019-07-26;2,1691498186056600;1,7835216383720800
2019-07-30;1,7535165565395800;1,6012113237308900
2019-08-06;1,8841775779898900;3,4510048521055300
2019-08-14;3,8095704041883200;2,7207815029079700
2019-08-22;4,3107200889401100;2,5414384975834700
2019-08-29;4,9297971654181000;10,4009417010039000
2019-09-04;3,3347270814734000;1,8093389148361300
2019-09-10;3,5582234835788000;3,1928775280368500
2019-09-17;8,8434471820566400;3,1959071351937000
2019-09-18;8,9150416559495800;6,0781226946422900
